flux0_1,flux0_2,flux0_3,flux2_1,flux2_2,flux2_3,id,x,y,z
0.025140428515558,0.036860371696879,0.0076645109349312,0.0030743651192979,0.0034115677550831,0.00084869982268539,0,0,0,0
0.039434850221968,0.075316628952287,0.016169534880236,0.0031848923965705,0.0022597252323034,0.00086449816177593,2.5252525252525,2.5252525252525,0,0
0.054010788967635,0.1132049958053,0.024611581338988,0.0039897266803828,0.0026906321776807,0.00121072618949,5.0505050505051,5.0505050505051,0,0
0.068796483677904,0.15059284263115,0.032978183850686,0.0050372232125624,0.003402847972935,0.0016029134116567,7.5757575757576,7.5757575757576,0,0
0.083724133232441,0.18753512847339,0.041263054844557,0.0061672741289089,0.0041646401285488,0.0019982263267233,10.10101010101,10.10101010101,0,0
0.098733011529775,0.22407143186979,0.049462995932938,0.0073222984063075,0.0049340201140584,0.0023903816755354,12.626262626263,12.626262626263,0,0
0.1137709244225,0.26022541482577,0.057576036341832,0.0084810349461772,0.0057025443917401,0.0027785392178376,15.151515151515,15.151515151515,0,0
0.12879367303659,0.29600693975678,0.065600449398849,0.0096351622459317,0.006467722641502,0.003162600616033,17.676767676768,17.676767676768,0,0
0.14376381414888,0.33141490615817,0.073534237017823,0.010780999676428,0.007228178273071,0.0035425110111802,20.20202020202,20.20202020202,0,0
0.15864935845189,0.36643988613925,0.081374881857536,0.011916547575944,0.0079828015710146,0.0039181662498054,22.727272727273,22.727272727273,0,0
0.17342262816628,0.40106629137448,0.089119258749083,0.013040424722181,0.0087305941766913,0.0042894104972385,25.252525252525,25.252525252525,0,0
0.18805932184021,0.43527406526018,0.096763638968215,0.01415148332792,0.0094706317673131,0.0046560458685606,27.777777777778,27.777777777778,0,0
0.20253777348926,0.46903997335331,0.10430374503411,0.015248667780809,0.010202047857405,0.0050178421900462,30.30303030303,30.30303030303,0,0
0.21683837628336,0.50233857646478,0.11173482937806,0.016330962168617,0.010924022855084,0.0053745452451791,32.828282828283,32.828282828283,0,0
0.23094313957008,0.53514296070966,0.11905176066145,0.017397370797202,0.011635775741038,0.0057258834732242,35.353535353535,35.353535353535,0,0
0.2448353515507,0.56742528429262,0.12624910838999,0.018446911333209,0.012336557716986,0.0060715733381111,37.878787878788,37.878787878788,0,0
0.2584993245676,0.59915718729253,0.13332122088398,0.019478612964733,0.013025647437902,0.0064113236040269,40.40404040404,40.40404040404,0,0
0.27192020440478,0.63031009957735,0.14026229441349,0.020491516630943,0.013702347501779,0.006744838729236,42.929292929293,42.929292929293,0,0
0.28508382884161,0.66085547325072,0.14706643295183,0.021484676116535,0.014365981921206,0.0070718215570794,45.454545454545,45.454545454545,0,0
0.29797662387153,0.69076495934079,0.15372769892739,0.022457159487569,0.015015894351859,0.0073919754519035,47.979797979798,47.979797979798,0,0
0.31058541113477,0.7200102695083,0.16024009455192,0.023408041721719,0.015651440965184,0.0077050030629612,50.505050505051,50.505050505051,0,0
0.32289720837657,0.74856294381298,0.1665975223082,0.024336395255498,0.016271982339281,0.0080106040749504,53.030303030303,53.030303030303,0,0
0.33490028913514,0.77639698597059,0.17279438455732,0.025241374460382,0.016876938393419,0.0083085036545086,55.555555555556,55.555555555556,0,0
0.34658287439969,0.80348593737339,0.1788249384095,0.026122119665221,0.017465723363164,0.0085984212549762,58.080808080808,58.080808080808,0,0
0.35793356681954,0.82980398374026,0.18468355180364,0.026977792647117,0.018037768556477,0.0088800826384685,60.606060606061,60.606060606061,0,0
0.36894134162169,0.85532600062275,0.19036472039279,0.02780757780481,0.018592522479633,0.0091532204865078,63.131313131313,63.131313131313,0,0
0.3795955424337,0.88002759225815,0.19586308171616,0.028610683241872,0.019129451055735,0.0094175749161734,65.656565656566,65.656565656566,0,0
0.38988588066165,0.90388512541954,0.20117342719025,0.029386341769681,0.019648037908334,0.0096728939228684,68.181818181818,68.181818181818,0,0
0.39980243741011,0.92687575945303,0.20629071235094,0.030133811837675,0.020147784689097,0.009918933765713,70.707070707071,70.707070707071,0,0
0.4093356671899,0.94897747335641,0.21121006569253,0.030852378398497,0.020628211432753,0.010155459307678,73.232323232323,73.232323232323,0,0
0.41847640284443,0.97016909050971,0.21592679637771,0.031541353713714,0.021088856927164,0.010382244319622,75.757575757576,75.757575757576,0,0
0.42721586126698,0.99043030149047,0.22043640103379,0.032200078107771,0.021529279090278,0.010599071754985,78.282828282828,78.282828282828,0,0
0.43554564959842,1.0097416852788,0.22473456980223,0.0328279206741,0.021949055346772,0.0108057340003,80.808080808081,80.808080808081,0,0
0.44345777166993,1.0280847290642,0.22881719177116,0.033424279935153,0.022347782998673,0.011002033105313,83.333333333333,83.333333333333,0,0
0.45094463451343,1.0454418468007,0.23268035988953,0.033988584461679,0.02272507958654,0.011187780995359,85.858585858586,85.858585858586,0,0
0.45799905481388,1.0617963966096,0.23632037543845,0.034520293453873,0.023080583238386,0.011362799668141,88.383838383838,88.383838383838,0,0
0.4646142652021,1.0771326970947,0.23973375211654,0.035018897284092,0.023413953003887,0.011526921376316,90.909090909091,90.909090909091,0,0
0.47078392032145,1.0914360426123,0.24291721978187,0.035483918004254,0.023724869172033,0.011679988796922,93.434343434343,93.434343434343,0,0
0.47650210261304,1.1046927175221,0.2458677278824,0.035914909817618,0.024013033571041,0.011821855188422,95.959595959596,95.959595959596,0,0
0.48176332777741,1.1168900094317,0.24858244859791,0.03631145951756,0.02427816984966,0.011952384535833,98.484848484848,98.484848484848,0,0
0.48656218027232,1.1280153645614,0.25105858899595,0.03667315903347,0.024520005112611,0.012071442514364,101.0101010101,101.0101010101,0,0
0.49089386104821,1.1380576578515,0.25329367382782,0.036999646727344,0.0247382975262,0.012178910083442,103.53535353535,103.53535353535,0,0
0.49475476634615,1.1470085349931,0.25528584429943,0.037290651029371,0.02493286548846,0.012274697849795,106.06060606061,106.06060606061,0,0
0.49814119480884,1.1548594152042,0.2570331910441,0.037545892997307,0.025103522476255,0.012358713993666,108.58585858586,108.58585858586,0,0
0.50104989999631,1.1616027722295,0.2585340392774,0.03776512796514,0.025250104889964,0.012430877978229,111.11111111111,111.11111111111,0,0
0.50347809347349,1.1672321415523,0.25978695043456,0.037948145779825,0.025372472209706,0.012491120627323,113.63636363636,113.63636363636,0,0
0.50542344746636,1.1717421265887,0.26079072357217,0.038094771003423,0.025470507129585,0.012539384192146,116.16161616162,116.16161616162,0,0
0.50688409708335,1.175128403856,0.26154439653554,0.038204863082786,0.02554411566988,0.01257562240686,118.68686868687,118.68686868687,0,0
0.50785864209424,1.1773877271144,0.26204724689209,0.0382783164848,0.025593227267077,0.012599800533089,121.21212121212,121.21212121212,0,0
0.50834614826863,1.1785179304752,0.26229879263131,0.038315060797223,0.025617794841292,0.012611895393361,123.73737373737,123.73737373737,0,0
